Séance,Instrument,Ticker,Ouverture,Dernier_Cours,haut_du_jour,bas_du_jour,Nombre_de_titres_échangés,Volume_des_échanges,Nombre_de_transactions,Capitalisation
03/06/2026,CASH PLUS S.A,CAP,276.0,280.0,280.0,275.0,816,226071.0,64,6874865200.0
02/06/2026,CASH PLUS S.A,CAP,284.0,278.7,284.0,275.2,466,129083.5,49,6842946183.0
01/06/2026,CASH PLUS S.A,CAP,279.9,285.0,285.0,276.0,3677,1036380.7,93,6997630650.0
26/05/2026,CASH PLUS S.A,CAP,273.0,280.0,280.0,273.0,3314,927444.1,44,6874865200.0
25/05/2026,CASH PLUS S.A,CAP,270.0,280.0,280.0,270.0,3981,1102867.8,103,6874865200.0
22/05/2026,CASH PLUS S.A,CAP,270.95,268.0,270.95,262.5,3532,944324.5,60,6580228120.0
21/05/2026,CASH PLUS S.A,CAP,272.0,261.0,272.0,261.0,3393,888511.85,83,6408356490.0
20/05/2026,CASH PLUS S.A,CAP,269.95,266.8,269.95,260.05,2246,594396.5,84,6550764412.0
19/05/2026,CASH PLUS S.A,CAP,270.0,265.05,270.9,260.0,7414,1966439.3,110,6507796504.5
18/05/2026,CASH PLUS S.A,CAP,270.2,268.1,275.0,268.1,735,198290.7,70,6582683429.0
15/05/2026,CASH PLUS S.A,CAP,269.05,277.0,279.9,269.05,1310,361135.0,37,6801205930.0
14/05/2026,CASH PLUS S.A,CAP,270.1,284.0,284.0,269.0,1874,520184.85,101,6973077560.0
13/05/2026,CASH PLUS S.A,CAP,275.0,270.0,280.0,268.0,3997,1083056.8,172,6629334300.0
12/05/2026,CASH PLUS S.A,CAP,278.1,277.0,284.0,277.0,1791,498174.8,92,6801205930.0
11/05/2026,CASH PLUS S.A,CAP,282.05,281.0,283.0,280.0,1191,335129.05,87,6899418290.0
08/05/2026,CASH PLUS S.A,CAP,283.0,283.0,289.0,281.25,2237,634233.15,108,6948524470.0
07/05/2026,CASH PLUS S.A,CAP,290.0,283.2,290.0,283.2,5062,1443408.65,102,6953435088.0
06/05/2026,CASH PLUS S.A,CAP,285.3,290.0,298.7,285.3,3521,1024316.6,134,7120396100.0
05/05/2026,CASH PLUS S.A,CAP,285.0,290.0,290.0,284.1,1116,320325.1,61,7120396100.0
04/05/2026,CASH PLUS S.A,CAP,283.75,290.0,290.0,283.75,866,249085.9,52,7120396100.0
30/04/2026,CASH PLUS S.A,CAP,285.1,290.0,290.0,280.0,1733,493143.7,73,7120396100.0
29/04/2026,CASH PLUS S.A,CAP,285.1,290.0,290.0,285.1,1358,392677.95,36,7120396100.0
28/04/2026,CASH PLUS S.A,CAP,286.2,290.0,290.0,285.0,1551,447242.7,60,7120396100.0
27/04/2026,CASH PLUS S.A,CAP,285.2,286.0,290.0,285.0,1001,285994.85,55,7022183740.0
24/04/2026,CASH PLUS S.A,CAP,286.0,288.0,290.0,286.0,3588,1037391.2,70,7071289920.0
23/04/2026,CASH PLUS S.A,CAP,290.1,291.0,291.5,285.1,3678,1062208.15,124,7144949190.0
22/04/2026,CASH PLUS S.A,CAP,291.05,290.0,300.0,290.0,27016,8062001.05,229,7120396100.0
21/04/2026,CASH PLUS S.A,CAP,288.1,296.7,296.9,288.1,4245,1245980.55,123,7284901803.0
20/04/2026,CASH PLUS S.A,CAP,288.5,295.0,295.0,284.0,3459,1010679.8,101,7243161550.0
17/04/2026,CASH PLUS S.A,CAP,290.0,300.0,300.0,285.1,20528,6120248.75,244,7365927000.0
16/04/2026,CASH PLUS S.A,CAP,293.0,292.0,293.0,289.0,2309,673470.5,77,7169502280.0
15/04/2026,CASH PLUS S.A,CAP,293.0,293.0,298.8,290.0,1922,563593.05,99,7194055370.0
14/04/2026,CASH PLUS S.A,CAP,296.2,292.0,301.0,292.0,16369,4890097.5,178,7169502280.0
13/04/2026,CASH PLUS S.A,CAP,291.0,300.0,300.0,282.4,24377,7264539.35,316,7365927000.0
10/04/2026,CASH PLUS S.A,CAP,287.0,300.0,300.0,281.05,8946,2622108.3,219,7365927000.0
09/04/2026,CASH PLUS S.A,CAP,281.15,286.75,286.75,281.15,4991,1414795.2,88,7040598557.5
08/04/2026,CASH PLUS S.A,CAP,269.0,289.45,289.45,269.0,214832,60187795.65,197,7106891900.5
07/04/2026,CASH PLUS S.A,CAP,273.0,268.2,276.5,268.2,2245,606400.65,103,6585138738.0
06/04/2026,CASH PLUS S.A,CAP,274.0,279.85,279.85,273.0,1258,347965.85,65,6871182236.5
03/04/2026,CASH PLUS S.A,CAP,280.0,280.0,282.9,276.1,3226,900981.1,78,6874865200.0
02/04/2026,CASH PLUS S.A,CAP,273.2,283.5,283.5,273.2,2844,797534.45,116,6960801015.0
01/04/2026,CASH PLUS S.A,CAP,279.0,279.95,280.0,274.5,2395,666955.8,74,6873637545.5
31/03/2026,CASH PLUS S.A,CAP,280.0,276.0,280.0,275.0,1574,435479.5,73,6776652840.0
30/03/2026,CASH PLUS S.A,CAP,278.2,283.9,283.9,278.0,1936,544767.0,98,6970622251.0
27/03/2026,CASH PLUS S.A,CAP,280.0,287.0,287.85,278.05,2942,837522.45,92,7046736830.0
26/03/2026,CASH PLUS S.A,CAP,278.0,288.5,288.5,273.2,6648,1906394.7,136,7083566465.0
25/03/2026,CASH PLUS S.A,CAP,280.0,280.0,283.0,280.0,56038,15691312.15,127,6874865200.0
24/03/2026,CASH PLUS S.A,CAP,270.4,283.0,283.0,270.4,41322,11673222.85,166,6948524470.0
19/03/2026,CASH PLUS S.A,CAP,270.0,275.0,275.0,265.0,4913,1342643.7,100,6752099750.0
18/03/2026,CASH PLUS S.A,CAP,255.3,274.0,274.0,255.3,13157,3547977.5,99,6727546660.0
17/03/2026,CASH PLUS S.A,CAP,260.0,257.0,260.9,253.35,3825,982303.3,69,6310144130.0
16/03/2026,CASH PLUS S.A,CAP,252.0,261.6,261.6,252.0,2582,668497.0,96,6423088344.0
13/03/2026,CASH PLUS S.A,CAP,262.0,252.0,264.0,252.0,10257,2617763.5,132,6187378680.0
12/03/2026,CASH PLUS S.A,CAP,265.0,261.3,267.75,261.3,4045,1066356.1,106,6415722417.0
11/03/2026,CASH PLUS S.A,CAP,268.15,265.0,270.0,264.0,7397,1966835.0,98,6506568850.0
10/03/2026,CASH PLUS S.A,CAP,274.0,268.15,274.5,268.15,2912,791821.7,121,6583911083.5
09/03/2026,CASH PLUS S.A,CAP,280.0,270.0,280.0,267.0,3756,1041070.4,106,6629334300.0
