Company,Séance,Instrument,Ticker,Ouverture,Dernier_Cours,haut_du_jour,bas_du_jour,Nombre_de_titres_échangés,Volume_des_échanges,Nombre_de_transactions,Capitalisation
AFRIC INDUSTRIES SA,06/05/2026,AFRIC INDUSTRIES SA,AFI,347.0,350.0,350.0,347.0,107,37334.0,18,102025000.0
AFRIC INDUSTRIES SA,05/05/2026,AFRIC INDUSTRIES SA,AFI,347.0,349.0,349.0,347.0,46,16014.0,6,101733500.0
AFRIC INDUSTRIES SA,04/05/2026,AFRIC INDUSTRIES SA,AFI,350.0,350.0,350.0,350.0,264,92400.0,16,102025000.0
AFRIC INDUSTRIES SA,30/04/2026,AFRIC INDUSTRIES SA,AFI,348.5,350.0,350.0,348.5,50,17447.5,8,102025000.0
AFRIC INDUSTRIES SA,29/04/2026,AFRIC INDUSTRIES SA,AFI,350.0,350.0,350.0,347.0,105,36747.0,8,102025000.0
AFRIC INDUSTRIES SA,28/04/2026,AFRIC INDUSTRIES SA,AFI,350.0,349.95,350.0,347.0,253,88530.15,16,102010425.0
AFRIC INDUSTRIES SA,27/04/2026,AFRIC INDUSTRIES SA,AFI,350.0,350.0,350.0,347.0,342,119631.0,8,102025000.0
AFRIC INDUSTRIES SA,24/04/2026,AFRIC INDUSTRIES SA,AFI,350.0,350.0,350.0,350.0,175,61250.0,7,102025000.0
AFRIC INDUSTRIES SA,23/04/2026,AFRIC INDUSTRIES SA,AFI,350.0,350.0,350.0,350.0,56,19600.0,9,102025000.0
AFRIC INDUSTRIES SA,22/04/2026,AFRIC INDUSTRIES SA,AFI,351.0,350.0,351.0,350.0,204,71509.15,7,102025000.0
AFRIC INDUSTRIES SA,21/04/2026,AFRIC INDUSTRIES SA,AFI,350.05,354.95,355.0,350.05,25,8854.85,6,103467925.0
AFRIC INDUSTRIES SA,20/04/2026,AFRIC INDUSTRIES SA,AFI,359.0,357.0,359.0,356.5,38,13581.5,9,104065500.0
AFRIC INDUSTRIES SA,17/04/2026,AFRIC INDUSTRIES SA,AFI,350.0,360.0,360.0,345.0,1019,360679.2,37,104940000.0
AFRIC INDUSTRIES SA,16/04/2026,AFRIC INDUSTRIES SA,AFI,350.0,350.0,350.0,345.0,22,7680.0,6,102025000.0
AFRIC INDUSTRIES SA,15/04/2026,AFRIC INDUSTRIES SA,AFI,343.0,350.0,350.0,343.0,56,19248.5,8,102025000.0
AFRIC INDUSTRIES SA,14/04/2026,AFRIC INDUSTRIES SA,AFI,340.3,350.0,350.0,340.3,36,12260.5,7,102025000.0
AFRIC INDUSTRIES SA,13/04/2026,AFRIC INDUSTRIES SA,AFI,350.0,350.0,350.0,349.0,200,69996.5,14,102025000.0
AFRIC INDUSTRIES SA,10/04/2026,AFRIC INDUSTRIES SA,AFI,341.0,350.0,350.0,341.0,178,61619.7,17,102025000.0
AFMA,03/06/2026,AFMA,AFM,-,1235.0,-,-,-,-,-,1235000000.0
AFMA,02/06/2026,AFMA,AFM,-,1235.0,-,-,-,-,-,1235000000.0
AFMA,01/06/2026,AFMA,AFM,1235.0,1235.0,1235.0,1235.0,2,2470.0,1,1235000000.0
AFMA,26/05/2026,AFMA,AFM,1220.0,1220.0,1220.0,1220.0,5,6100.0,1,1220000000.0
AFMA,25/05/2026,AFMA,AFM,1220.0,1220.0,1220.0,1220.0,1,1220.0,1,1220000000.0
AFMA,22/05/2026,AFMA,AFM,-,1240.0,-,-,-,-,-,1240000000.0
AFMA,21/05/2026,AFMA,AFM,-,1240.0,-,-,-,-,-,1240000000.0
AFMA,20/05/2026,AFMA,AFM,-,1240.0,-,-,-,-,-,1240000000.0
AFMA,19/05/2026,AFMA,AFM,-,1240.0,-,-,-,-,-,1240000000.0
AFMA,18/05/2026,AFMA,AFM,-,1240.0,-,-,-,-,-,1240000000.0
AFMA,15/05/2026,AFMA,AFM,-,1240.0,-,-,-,-,-,1240000000.0
AFMA,14/05/2026,AFMA,AFM,-,1240.0,-,-,-,-,-,1240000000.0
AFMA,13/05/2026,AFMA,AFM,-,1240.0,-,-,-,-,-,1240000000.0
AFMA,12/05/2026,AFMA,AFM,-,1240.0,-,-,-,-,-,1240000000.0
AFMA,11/05/2026,AFMA,AFM,-,1240.0,-,-,-,-,-,1240000000.0
AFMA,08/05/2026,AFMA,AFM,1240.0,1240.0,1240.0,1240.0,2,2480.0,2,1240000000.0
AFMA,07/05/2026,AFMA,AFM,1200.0,1200.0,1200.0,1200.0,2,2400.0,1,1200000000.0
AFMA,06/05/2026,AFMA,AFM,1240.0,1240.0,1240.0,1240.0,1,1240.0,1,1240000000.0
AFMA,05/05/2026,AFMA,AFM,-,1235.0,-,-,-,-,-,1235000000.0
AFMA,04/05/2026,AFMA,AFM,1235.0,1235.0,1235.0,1235.0,2,2470.0,2,1235000000.0
AFMA,30/04/2026,AFMA,AFM,1200.0,1200.0,1200.0,1200.0,10,12000.0,1,1200000000.0
AFMA,29/04/2026,AFMA,AFM,-,1200.0,-,-,-,-,-,1200000000.0
AFMA,28/04/2026,AFMA,AFM,1200.0,1200.0,1200.0,1200.0,1,1200.0,1,1200000000.0
AFMA,27/04/2026,AFMA,AFM,-,1200.0,-,-,-,-,-,1200000000.0
AFMA,24/04/2026,AFMA,AFM,-,1200.0,-,-,-,-,-,1200000000.0
AFMA,23/04/2026,AFMA,AFM,1200.0,1200.0,1200.0,1200.0,6,7200.0,2,1200000000.0
AFMA,22/04/2026,AFMA,AFM,1201.0,1201.0,1201.0,1201.0,5,6005.0,2,1201000000.0
AFMA,21/04/2026,AFMA,AFM,1200.0,1200.0,1200.0,1200.0,1345,1614000.0,2,1200000000.0
AFMA,20/04/2026,AFMA,AFM,1180.0,1180.0,1180.0,1180.0,32,37760.0,5,1180000000.0
AFMA,17/04/2026,AFMA,AFM,1120.0,1120.0,1120.0,1120.0,2500,2800000.0,12,1120000000.0
AFMA,16/04/2026,AFMA,AFM,1120.0,1120.0,1120.0,1120.0,1534,1718080.0,12,1120000000.0
AFMA,15/04/2026,AFMA,AFM,1180.0,1180.0,1180.0,1180.0,74,87320.0,6,1180000000.0
AFMA,14/04/2026,AFMA,AFM,-,1235.0,-,-,-,-,-,1235000000.0
AFMA,13/04/2026,AFMA,AFM,-,1235.0,-,-,-,-,-,1235000000.0
AFMA,10/04/2026,AFMA,AFM,1235.0,1235.0,1235.0,1235.0,43,53105.0,3,1235000000.0
AGMA,03/06/2026,AGMA,AGM,7220.0,7220.0,7220.0,7220.0,2,14440.0,1,1444000000.0
AGMA,02/06/2026,AGMA,AGM,-,7240.0,-,-,-,-,-,1448000000.0
AGMA,01/06/2026,AGMA,AGM,7240.0,7240.0,7240.0,7240.0,2,14480.0,1,1448000000.0
AGMA,26/05/2026,AGMA,AGM,-,6900.0,-,-,-,-,-,1380000000.0
AGMA,25/05/2026,AGMA,AGM,-,6900.0,-,-,-,-,-,1380000000.0
AGMA,22/05/2026,AGMA,AGM,6900.0,6900.0,6900.0,6900.0,3,20700.0,2,1380000000.0
AGMA,21/05/2026,AGMA,AGM,-,7250.0,-,-,-,-,-,1450000000.0
AGMA,20/05/2026,AGMA,AGM,7250.0,7250.0,7250.0,7250.0,2,14500.0,1,1450000000.0
AGMA,19/05/2026,AGMA,AGM,-,6864.0,-,-,-,-,-,1372800000.0
AGMA,18/05/2026,AGMA,AGM,6864.0,6864.0,6864.0,6864.0,10,68640.0,3,1372800000.0
AGMA,15/05/2026,AGMA,AGM,-,7300.0,-,-,-,-,-,1460000000.0
AGMA,14/05/2026,AGMA,AGM,-,7300.0,-,-,-,-,-,1460000000.0
AGMA,13/05/2026,AGMA,AGM,-,7300.0,-,-,-,-,-,1460000000.0
AGMA,12/05/2026,AGMA,AGM,7300.0,7300.0,7300.0,7300.0,4,29200.0,3,1460000000.0
AGMA,11/05/2026,AGMA,AGM,7290.0,7290.0,7290.0,7290.0,6,43740.0,2,1458000000.0
AGMA,08/05/2026,AGMA,AGM,7330.0,7330.0,7330.0,7330.0,17,124610.0,4,1466000000.0
AGMA,07/05/2026,AGMA,AGM,7266.0,7266.0,7266.0,7266.0,9,65394.0,3,1453200000.0
AGMA,06/05/2026,AGMA,AGM,-,6855.0,-,-,-,-,-,1371000000.0
AGMA,05/05/2026,AGMA,AGM,6855.0,6855.0,6855.0,6855.0,2,13710.0,1,1371000000.0
AGMA,04/05/2026,AGMA,AGM,7290.0,7290.0,7290.0,7290.0,2,14580.0,1,1458000000.0
AGMA,30/04/2026,AGMA,AGM,-,6900.0,-,-,-,-,-,1380000000.0
AGMA,29/04/2026,AGMA,AGM,-,6900.0,-,-,-,-,-,1380000000.0
AGMA,28/04/2026,AGMA,AGM,-,6900.0,-,-,-,-,-,1380000000.0
AGMA,27/04/2026,AGMA,AGM,-,6900.0,-,-,-,-,-,1380000000.0
AGMA,24/04/2026,AGMA,AGM,-,6900.0,-,-,-,-,-,1380000000.0
AGMA,23/04/2026,AGMA,AGM,-,6900.0,-,-,-,-,-,1380000000.0
AGMA,22/04/2026,AGMA,AGM,-,6900.0,-,-,-,-,-,1380000000.0
AGMA,21/04/2026,AGMA,AGM,-,6900.0,-,-,-,-,-,1380000000.0
AGMA,20/04/2026,AGMA,AGM,6900.0,6900.0,6900.0,6900.0,7,48300.0,2,1380000000.0
AGMA,17/04/2026,AGMA,AGM,6900.0,6900.0,6900.0,6900.0,52,358800.0,2,1380000000.0
AGMA,16/04/2026,AGMA,AGM,-,7199.0,-,-,-,-,-,1439800000.0
AGMA,15/04/2026,AGMA,AGM,-,7199.0,-,-,-,-,-,1439800000.0
AGMA,14/04/2026,AGMA,AGM,-,7199.0,-,-,-,-,-,1439800000.0
AGMA,13/04/2026,AGMA,AGM,7199.0,7199.0,7199.0,7199.0,18,129582.0,5,1439800000.0
AGMA,10/04/2026,AGMA,AGM,-,6999.0,-,-,-,-,-,1399800000.0
AFRIQUIA GAZ,03/06/2026,AFRIQUIA GAZ,GAZ,3792.0,3775.0,3792.0,3700.0,23,85864.0,10,12976562500.0
AFRIQUIA GAZ,02/06/2026,AFRIQUIA GAZ,GAZ,3785.0,3748.0,3785.0,3748.0,23,86567.0,11,12883750000.0
AFRIQUIA GAZ,01/06/2026,AFRIQUIA GAZ,GAZ,3690.0,3758.0,3759.0,3690.0,170,634592.0,21,12918125000.0
AFRIQUIA GAZ,26/05/2026,AFRIQUIA GAZ,GAZ,3799.0,3760.0,3799.0,3760.0,151,567933.0,9,12925000000.0
AFRIQUIA GAZ,25/05/2026,AFRIQUIA GAZ,GAZ,3760.0,3800.0,3800.0,3750.0,331,1244673.0,14,13062500000.0
AFRIQUIA GAZ,22/05/2026,AFRIQUIA GAZ,GAZ,3760.0,3760.0,3760.0,3760.0,1,3760.0,1,12925000000.0
AFRIQUIA GAZ,21/05/2026,AFRIQUIA GAZ,GAZ,3725.0,3760.0,3760.0,3725.0,15,56330.0,5,12925000000.0
AFRIQUIA GAZ,20/05/2026,AFRIQUIA GAZ,GAZ,3780.0,3700.0,3780.0,3700.0,106,393888.0,24,12718750000.0
AFRIQUIA GAZ,19/05/2026,AFRIQUIA GAZ,GAZ,3736.0,3780.0,3780.0,3736.0,117,438725.0,5,12993750000.0
AFRIQUIA GAZ,18/05/2026,AFRIQUIA GAZ,GAZ,3798.0,3780.0,3798.0,3740.0,153,573698.0,14,12993750000.0
AFRIQUIA GAZ,15/05/2026,AFRIQUIA GAZ,GAZ,3750.0,3750.0,3790.0,3741.0,63,237085.0,18,12890625000.0
AFRIQUIA GAZ,14/05/2026,AFRIQUIA GAZ,GAZ,3800.0,3761.0,3800.0,3750.0,7,26391.0,6,12928437500.0
AFRIQUIA GAZ,13/05/2026,AFRIQUIA GAZ,GAZ,3790.0,3770.0,3790.0,3765.0,7,26425.0,4,12959375000.0
AFRIQUIA GAZ,12/05/2026,AFRIQUIA GAZ,GAZ,3780.0,3790.0,3800.0,3779.0,501,1900584.0,11,13028125000.0
AFRIQUIA GAZ,11/05/2026,AFRIQUIA GAZ,GAZ,3780.0,3779.0,3780.0,3750.0,19,71740.0,10,12990312500.0
AFRIQUIA GAZ,08/05/2026,AFRIQUIA GAZ,GAZ,3741.0,3750.0,3799.0,3740.0,21,78805.0,12,12890625000.0
AFRIQUIA GAZ,07/05/2026,AFRIQUIA GAZ,GAZ,3799.0,3800.0,3800.0,3780.0,236,896668.0,13,13062500000.0
AFRIQUIA GAZ,06/05/2026,AFRIQUIA GAZ,GAZ,3780.0,3780.0,3780.0,3730.0,355,1340919.0,16,12993750000.0
AFRIQUIA GAZ,05/05/2026,AFRIQUIA GAZ,GAZ,3762.0,3714.0,3780.0,3703.0,184,685033.0,15,12766875000.0
AFRIQUIA GAZ,04/05/2026,AFRIQUIA GAZ,GAZ,3780.0,3780.0,3780.0,3780.0,23,86940.0,8,12993750000.0
AFRIQUIA GAZ,30/04/2026,AFRIQUIA GAZ,GAZ,3740.0,3780.0,3780.0,3740.0,833,3148322.0,10,12993750000.0
AFRIQUIA GAZ,29/04/2026,AFRIQUIA GAZ,GAZ,3750.0,3750.0,3750.0,3750.0,4,15000.0,3,12890625000.0
AFRIQUIA GAZ,28/04/2026,AFRIQUIA GAZ,GAZ,3750.0,3749.0,3750.0,3719.0,542,2017829.0,44,12887187500.0
AFRIQUIA GAZ,27/04/2026,AFRIQUIA GAZ,GAZ,3770.0,3750.0,3770.0,3750.0,239,897645.0,48,12890625000.0
AFRIQUIA GAZ,24/04/2026,AFRIQUIA GAZ,GAZ,3800.0,3770.0,3800.0,3770.0,69,261307.0,14,12959375000.0
AFRIQUIA GAZ,23/04/2026,AFRIQUIA GAZ,GAZ,3780.0,3800.0,3800.0,3778.0,333,1264922.0,11,13062500000.0
AFRIQUIA GAZ,22/04/2026,AFRIQUIA GAZ,GAZ,3780.0,3780.0,3780.0,3772.0,153,578202.0,21,12993750000.0
AFRIQUIA GAZ,21/04/2026,AFRIQUIA GAZ,GAZ,3799.0,3772.0,3799.0,3760.0,53,200641.0,12,12966250000.0
AFRIQUIA GAZ,20/04/2026,AFRIQUIA GAZ,GAZ,3810.0,3800.0,3810.0,3720.0,123,459806.0,26,13062500000.0
AFRIQUIA GAZ,17/04/2026,AFRIQUIA GAZ,GAZ,3738.0,3817.0,3822.0,3738.0,264,1005921.0,18,13120937500.0
AFRIQUIA GAZ,16/04/2026,AFRIQUIA GAZ,GAZ,3750.0,3750.0,3750.0,3721.0,38,141777.0,12,12890625000.0
AFRIQUIA GAZ,15/04/2026,AFRIQUIA GAZ,GAZ,3750.0,3721.0,3830.0,3700.0,435,1623929.0,53,12790937500.0
AFRIQUIA GAZ,14/04/2026,AFRIQUIA GAZ,GAZ,3750.0,3750.0,3859.0,3720.0,193,725875.0,25,12890625000.0
AFRIQUIA GAZ,13/04/2026,AFRIQUIA GAZ,GAZ,3744.0,3725.0,3750.0,3725.0,150,560251.0,16,12804687500.0
AFRIQUIA GAZ,10/04/2026,AFRIQUIA GAZ,GAZ,3750.0,3744.0,3750.0,3700.0,212,792410.0,33,12870000000.0
AKDITAL,03/06/2026,AKDITAL,AKT,1180.0,1170.0,1185.0,1168.0,1256,1474514.0,117,16566272190.0
AKDITAL,02/06/2026,AKDITAL,AKT,1172.0,1170.0,1198.0,1165.0,1644,1932393.0,179,16566272190.0
AKDITAL,01/06/2026,AKDITAL,AKT,1186.0,1180.0,1194.0,1180.0,4355,5148544.0,132,16707864260.0
AKDITAL,26/05/2026,AKDITAL,AKT,1180.0,1171.0,1200.0,1171.0,9272,10887662.0,170,16580431397.0
AKDITAL,25/05/2026,AKDITAL,AKT,1195.0,1176.0,1220.0,1176.0,8056,9571570.0,182,16651227432.0
AKDITAL,22/05/2026,AKDITAL,AKT,1187.0,1175.0,1187.0,1170.0,7522,8816191.0,83,16637068225.0
AKDITAL,21/05/2026,AKDITAL,AKT,1180.0,1166.0,1190.0,1166.0,4988,5859801.0,127,16509635362.0
AKDITAL,20/05/2026,AKDITAL,AKT,1180.0,1166.0,1190.0,1155.0,6848,7980193.0,218,16509635362.0
AKDITAL,19/05/2026,AKDITAL,AKT,1191.0,1180.0,1210.0,1180.0,16598,19869014.0,158,16707864260.0
AKDITAL,18/05/2026,AKDITAL,AKT,1200.0,1190.0,1208.0,1171.0,3413,4051639.0,195,16849456330.0
AKDITAL,15/05/2026,AKDITAL,AKT,1213.0,1200.0,1213.0,1196.0,5428,6524009.0,181,16991048400.0
AKDITAL,14/05/2026,AKDITAL,AKT,1202.0,1206.0,1219.0,1202.0,6731,8110915.0,164,17076003642.0
AKDITAL,13/05/2026,AKDITAL,AKT,1220.0,1213.0,1220.0,1210.0,6646,8056007.0,198,17175118091.0
AKDITAL,12/05/2026,AKDITAL,AKT,1244.0,1221.0,1244.0,1220.0,1962,2410477.0,121,17288391747.0
AKDITAL,11/05/2026,AKDITAL,AKT,1245.0,1236.0,1245.0,1227.0,1658,2044220.0,89,17500779852.0
AKDITAL,08/05/2026,AKDITAL,AKT,1250.0,1245.0,1250.0,1234.0,1812,2258481.0,111,17628212715.0
AKDITAL,07/05/2026,AKDITAL,AKT,1280.0,1255.0,1290.0,1255.0,11160,14149666.0,225,17769804785.0
AKDITAL,06/05/2026,AKDITAL,AKT,1220.0,1278.0,1285.0,1215.0,26521,33599383.0,385,18095466546.0
AKDITAL,05/05/2026,AKDITAL,AKT,1201.0,1218.0,1218.0,1201.0,3523,4273557.0,99,17245914126.0
AKDITAL,04/05/2026,AKDITAL,AKT,1214.0,1210.0,1220.0,1206.0,8132,9844082.0,161,17132640470.0
AKDITAL,30/04/2026,AKDITAL,AKT,1224.0,1215.0,1224.0,1201.0,5134,6227423.0,150,17203436505.0
AKDITAL,29/04/2026,AKDITAL,AKT,1221.0,1224.0,1249.0,1203.0,7411,9049084.0,213,17330869368.0
AKDITAL,28/04/2026,AKDITAL,AKT,1246.0,1245.0,1250.0,1240.0,5179,6455408.0,108,17628212715.0
AKDITAL,27/04/2026,AKDITAL,AKT,1245.0,1250.0,1255.0,1241.0,3984,4966042.0,99,17699008750.0
AKDITAL,24/04/2026,AKDITAL,AKT,1265.0,1250.0,1270.0,1240.0,16244,20314375.0,232,17699008750.0
AKDITAL,23/04/2026,AKDITAL,AKT,1260.0,1265.0,1277.0,1260.0,8637,10928414.0,108,17911396855.0
AKDITAL,22/04/2026,AKDITAL,AKT,1280.0,1270.0,1280.0,1260.0,5857,7439974.0,162,17982192890.0
AKDITAL,21/04/2026,AKDITAL,AKT,1252.0,1280.0,1287.0,1250.0,22353,28603026.0,283,18123784960.0
AKDITAL,20/04/2026,AKDITAL,AKT,1250.0,1264.0,1264.0,1240.0,7210,9026215.0,330,17897237648.0
AKDITAL,17/04/2026,AKDITAL,AKT,1243.0,1290.0,1295.0,1230.0,53544,67570602.0,577,18265377030.0
AKDITAL,16/04/2026,AKDITAL,AKT,1234.0,1239.0,1240.0,1225.0,6461,7971737.0,166,17543257473.0
AKDITAL,15/04/2026,AKDITAL,AKT,1245.0,1225.0,1250.0,1225.0,8130,10072261.0,323,17345028575.0
AKDITAL,14/04/2026,AKDITAL,AKT,1170.0,1235.0,1235.0,1170.0,40148,48912719.0,486,17486620645.0
AKDITAL,13/04/2026,AKDITAL,AKT,1170.0,1163.0,1178.0,1158.0,6135,7159016.0,242,16467157741.0
AKDITAL,10/04/2026,AKDITAL,AKT,1173.0,1195.0,1201.0,1171.0,28971,34474104.0,365,16920252365.0
ALLIANCES,03/06/2026,ALLIANCES,ADI,378.9,377.0,406.0,373.5,89723,33976898.7,411,8323627676.0
ALLIANCES,02/06/2026,ALLIANCES,ADI,387.0,373.1,387.1,370.0,85773,32189163.25,718,8237521182.8
ALLIANCES,01/06/2026,ALLIANCES,ADI,396.0,389.9,399.0,389.9,26698,10491269.85,549,8608441461.2
ALLIANCES,26/05/2026,ALLIANCES,ADI,422.1,410.0,430.0,410.0,10246,4244801.65,181,9052221080.0
ALLIANCES,25/05/2026,ALLIANCES,ADI,429.8,422.1,439.5,422.1,7858,3359527.15,107,9319371994.8
ALLIANCES,22/05/2026,ALLIANCES,ADI,416.0,420.0,426.0,411.5,4781,1993063.9,90,9273006960.0
ALLIANCES,21/05/2026,ALLIANCES,ADI,428.8,420.0,428.8,415.0,1104,465108.5,47,9273006960.0
ALLIANCES,20/05/2026,ALLIANCES,ADI,420.15,420.0,427.9,415.0,2283,956408.75,56,9273006960.0
ALLIANCES,19/05/2026,ALLIANCES,ADI,429.0,420.0,433.0,420.0,2567,1081564.0,57,9273006960.0
ALLIANCES,18/05/2026,ALLIANCES,ADI,424.0,424.0,435.0,422.0,3863,1640222.05,63,9361321312.0
ALLIANCES,15/05/2026,ALLIANCES,ADI,440.0,435.1,440.0,420.0,12471,5332851.7,207,9606393638.8
ALLIANCES,14/05/2026,ALLIANCES,ADI,440.0,430.0,440.0,430.0,2274,980360.0,107,9493792840.0
ALLIANCES,13/05/2026,ALLIANCES,ADI,440.0,435.0,443.9,432.1,4266,1857997.55,115,9604185780.0
ALLIANCES,12/05/2026,ALLIANCES,ADI,441.0,440.0,451.9,439.95,3127,1381569.2,78,9714578720.0
ALLIANCES,11/05/2026,ALLIANCES,ADI,451.0,440.0,454.0,440.0,4923,2179687.65,151,9714578720.0
ALLIANCES,08/05/2026,ALLIANCES,ADI,450.0,455.0,455.0,447.1,5551,2518556.55,101,10045757540.0
ALLIANCES,07/05/2026,ALLIANCES,ADI,458.0,450.0,460.0,450.0,15517,7044137.35,167,9935364600.0
ALLIANCES,06/05/2026,ALLIANCES,ADI,440.0,450.0,456.0,440.0,20102,9056267.75,172,9935364600.0
ALLIANCES,05/05/2026,ALLIANCES,ADI,436.1,440.0,443.0,435.0,4654,2042872.0,81,9714578720.0
ALLIANCES,04/05/2026,ALLIANCES,ADI,447.95,439.85,447.95,439.0,3036,1337527.45,55,9711266931.8
ALLIANCES,30/04/2026,ALLIANCES,ADI,440.5,440.0,445.0,438.0,4897,2158333.1,87,9714578720.0
ALLIANCES,29/04/2026,ALLIANCES,ADI,441.0,445.0,455.0,440.5,17463,7721932.0,62,9824971660.0
ALLIANCES,28/04/2026,ALLIANCES,ADI,453.0,440.0,453.0,439.0,7905,3515691.35,114,9714578720.0
ALLIANCES,27/04/2026,ALLIANCES,ADI,456.2,449.9,456.2,449.9,898,404628.05,38,9933156741.2
ALLIANCES,24/04/2026,ALLIANCES,ADI,455.0,450.0,463.8,438.0,15946,7197189.9,214,9935364600.0
ALLIANCES,23/04/2026,ALLIANCES,ADI,461.5,460.0,469.0,452.1,13160,6042263.9,169,10156150480.0
ALLIANCES,22/04/2026,ALLIANCES,ADI,460.0,459.9,467.0,452.0,3980,1828965.5,63,10153942621.2
ALLIANCES,21/04/2026,ALLIANCES,ADI,459.0,460.0,470.0,459.0,20116,9298875.9,186,10156150480.0
ALLIANCES,20/04/2026,ALLIANCES,ADI,452.0,452.2,464.0,442.0,15945,7209900.9,209,9983937493.6
ALLIANCES,17/04/2026,ALLIANCES,ADI,441.1,470.0,478.0,441.1,32436,15079198.6,241,10376936360.0
ALLIANCES,16/04/2026,ALLIANCES,ADI,448.0,445.0,460.0,445.0,5189,2323825.2,102,9824971660.0
ALLIANCES,15/04/2026,ALLIANCES,ADI,445.0,453.8,454.0,442.1,47534,21347471.1,172,10019263234.4
ALLIANCES,14/04/2026,ALLIANCES,ADI,427.9,437.0,450.0,425.0,60228,26212660.1,253,9648342956.0
ALLIANCES,13/04/2026,ALLIANCES,ADI,425.0,424.0,428.0,413.0,29525,12587799.05,185,9361321312.0
ALLIANCES,10/04/2026,ALLIANCES,ADI,420.0,437.9,437.9,420.0,20734,8882640.35,157,9668213685.2
ALUMINIUM DU MAROC,03/06/2026,ALUMINIUM DU MAROC,ALM,1866.0,1880.0,1900.0,1866.0,24,44900.0,4,875993520.0
ALUMINIUM DU MAROC,02/06/2026,ALUMINIUM DU MAROC,ALM,1866.0,1859.0,1866.0,1858.0,55,102557.0,5,866208486.0
ALUMINIUM DU MAROC,01/06/2026,ALUMINIUM DU MAROC,ALM,1866.0,1866.0,1866.0,1866.0,4,7464.0,2,869470164.0
ALUMINIUM DU MAROC,26/05/2026,ALUMINIUM DU MAROC,ALM,1867.0,1866.0,1867.0,1866.0,22,41066.0,4,869470164.0
ALUMINIUM DU MAROC,25/05/2026,ALUMINIUM DU MAROC,ALM,1871.0,1870.0,1871.0,1870.0,14,26183.0,2,871333980.0
ALUMINIUM DU MAROC,22/05/2026,ALUMINIUM DU MAROC,ALM,1945.0,1870.0,1945.0,1870.0,95,183734.0,11,871333980.0
ALUMINIUM DU MAROC,21/05/2026,ALUMINIUM DU MAROC,ALM,1803.0,1866.0,1949.0,1803.0,162,292925.0,20,869470164.0
ALUMINIUM DU MAROC,20/05/2026,ALUMINIUM DU MAROC,ALM,1998.0,1989.0,1998.0,1985.0,107,213133.0,24,926782506.0
ALUMINIUM DU MAROC,19/05/2026,ALUMINIUM DU MAROC,ALM,1896.0,1950.0,1950.0,1896.0,87,166091.0,9,908610300.0
ALUMINIUM DU MAROC,18/05/2026,ALUMINIUM DU MAROC,ALM,1896.0,1896.0,1896.0,1896.0,1,1896.0,1,883448784.0
