Company,Séance,Instrument,Ticker,Ouverture,Dernier_Cours,haut_du_jour,bas_du_jour,Nombre_de_titres_échangés,Volume_des_échanges,Nombre_de_transactions,Capitalisation
CARTIER SAADA,02/04/2026,CARTIER SAADA,CRS,31.0,30.5,31.0,30.5,891,27235.5,9,160582500.0
CARTIER SAADA,01/04/2026,CARTIER SAADA,CRS,29.99,29.9,30.2,29.6,1168,34886.38,16,157423500.0
CARTIER SAADA,31/03/2026,CARTIER SAADA,CRS,29.99,29.99,29.99,29.5,75,2239.53,6,157897350.0
CARTIER SAADA,30/03/2026,CARTIER SAADA,CRS,30.0,30.0,30.0,29.51,112,3356.08,9,157950000.0
CARTIER SAADA,27/03/2026,CARTIER SAADA,CRS,29.5,29.3,30.2,29.3,1550,45534.15,17,154264500.0
CARTIER SAADA,26/03/2026,CARTIER SAADA,CRS,30.29,30.2,30.29,29.2,338,10184.44,13,159003000.0
CARTIER SAADA,25/03/2026,CARTIER SAADA,CRS,29.05,30.3,30.3,29.05,51,1507.8,6,159529500.0
CARTIER SAADA,24/03/2026,CARTIER SAADA,CRS,29.03,30.05,30.05,29.03,230,6791.34,17,158213250.0
CASH PLUS S.A,09/04/2026,CASH PLUS S.A,CAP,281.15,286.75,286.75,281.15,4991,1414795.2,88,7040598557.5
CASH PLUS S.A,08/04/2026,CASH PLUS S.A,CAP,269.0,289.45,289.45,269.0,214832,60187795.65,197,7106891900.5
CASH PLUS S.A,07/04/2026,CASH PLUS S.A,CAP,273.0,268.2,276.5,268.2,2245,606400.65,103,6585138738.0
CASH PLUS S.A,06/04/2026,CASH PLUS S.A,CAP,274.0,279.85,279.85,273.0,1258,347965.85,65,6871182236.5
CASH PLUS S.A,03/04/2026,CASH PLUS S.A,CAP,280.0,280.0,282.9,276.1,3226,900981.1,78,6874865200.0
CASH PLUS S.A,02/04/2026,CASH PLUS S.A,CAP,273.2,283.5,283.5,273.2,2844,797534.45,116,6960801015.0
CASH PLUS S.A,01/04/2026,CASH PLUS S.A,CAP,279.0,279.95,280.0,274.5,2395,666955.8,74,6873637545.5
CASH PLUS S.A,31/03/2026,CASH PLUS S.A,CAP,280.0,276.0,280.0,275.0,1574,435479.5,73,6776652840.0
CASH PLUS S.A,30/03/2026,CASH PLUS S.A,CAP,278.2,283.9,283.9,278.0,1936,544767.0,98,6970622251.0
CASH PLUS S.A,27/03/2026,CASH PLUS S.A,CAP,280.0,287.0,287.85,278.05,2942,837522.45,92,7046736830.0
CASH PLUS S.A,26/03/2026,CASH PLUS S.A,CAP,278.0,288.5,288.5,273.2,6648,1906394.7,136,7083566465.0
CASH PLUS S.A,25/03/2026,CASH PLUS S.A,CAP,280.0,280.0,283.0,280.0,56038,15691312.15,127,6874865200.0
CASH PLUS S.A,24/03/2026,CASH PLUS S.A,CAP,270.4,283.0,283.0,270.4,41322,11673222.85,166,6948524470.0
CDM,09/04/2026,CDM,CDM,1040.0,1030.0,1044.0,1030.0,22850,23536426.0,17,11207650420.0
CDM,08/04/2026,CDM,CDM,1030.0,1030.0,1043.0,1030.0,5812,5989287.0,41,11207650420.0
CDM,07/04/2026,CDM,CDM,1010.0,1012.0,1015.0,1010.0,401,405208.0,10,11011788568.0
CDM,06/04/2026,CDM,CDM,1025.0,1025.0,1027.0,1005.0,225,226912.0,13,11153244350.0
CDM,03/04/2026,CDM,CDM,1025.0,1025.0,1025.0,1010.0,36776,37503745.0,27,11153244350.0
CDM,02/04/2026,CDM,CDM,1002.0,1005.0,1028.0,1002.0,3292,3308592.0,25,10935620070.0
CDM,01/04/2026,CDM,CDM,1005.0,1028.0,1028.0,981.0,2092,2102005.0,12,11185887992.0
CDM,31/03/2026,CDM,CDM,1006.0,1006.0,1028.0,1005.0,4073,4093395.0,9,10946501284.0
CDM,30/03/2026,CDM,CDM,1030.0,1005.0,1030.0,1000.0,1102,1112957.0,15,10935620070.0
CDM,27/03/2026,CDM,CDM,1000.0,981.0,1020.0,981.0,4782,4696217.0,74,10674470934.0
CDM,26/03/2026,CDM,CDM,1035.0,1020.0,1035.0,1020.0,3138,3202122.0,25,11098838280.0
CDM,25/03/2026,CDM,CDM,1011.0,1035.0,1035.0,1010.0,7881,7996650.0,29,11262056490.0
CDM,24/03/2026,CDM,CDM,1021.0,1030.0,1034.0,1010.0,1511,1550407.0,35,11207650420.0
CFG BANK,09/04/2026,CFG BANK,CFG,210.0,208.0,211.95,208.0,21617,4537800.55,58,7281655680.0
CFG BANK,08/04/2026,CFG BANK,CFG,211.0,210.0,212.0,206.0,16893,3548029.0,75,7351671600.0
CFG BANK,07/04/2026,CFG BANK,CFG,204.1,201.0,210.0,201.0,52975,10664144.0,114,7036599960.0
CFG BANK,06/04/2026,CFG BANK,CFG,209.0,205.5,209.0,205.5,400468,83296712.6,36,7194135780.0
CFG BANK,03/04/2026,CFG BANK,CFG,203.0,209.0,209.0,202.6,78386,16374160.15,55,7316663640.0
CFG BANK,02/04/2026,CFG BANK,CFG,202.9,204.0,207.0,202.8,22432,4587756.25,55,7141623840.0
CFG BANK,01/04/2026,CFG BANK,CFG,207.95,204.0,211.0,204.0,260337,53615569.3,112,7141623840.0
CFG BANK,31/03/2026,CFG BANK,CFG,208.0,200.0,208.0,200.0,29184,5844923.9,127,7001592000.0
CFG BANK,30/03/2026,CFG BANK,CFG,203.4,200.0,209.4,200.0,19394,3903682.7,130,7001592000.0
CFG BANK,27/03/2026,CFG BANK,CFG,209.9,203.0,209.9,203.0,41053,8335766.95,86,7106615880.0
CFG BANK,26/03/2026,CFG BANK,CFG,210.0,205.0,213.0,205.0,10639,2183186.4,76,7176631800.0
CFG BANK,25/03/2026,CFG BANK,CFG,207.05,210.0,214.0,207.05,5834,1227219.05,45,7351671600.0
CFG BANK,24/03/2026,CFG BANK,CFG,212.0,210.0,214.0,207.0,18554,3891186.4,67,7351671600.0
CIH,09/04/2026,CIH,CIH,375.0,366.0,375.0,366.0,5776,2115759.0,36,13031658384.0
CIH,08/04/2026,CIH,CIH,380.0,370.0,380.0,370.0,15333,5699808.9,63,13174080880.0
CIH,07/04/2026,CIH,CIH,368.0,357.0,368.0,357.0,523,186850.0,24,12711207768.0
CIH,06/04/2026,CIH,CIH,364.0,362.95,364.0,352.0,2166,771121.05,33,12923061230.8
CIH,03/04/2026,CIH,CIH,367.0,364.5,367.0,360.0,18840,6864805.7,28,12978249948.0
CIH,02/04/2026,CIH,CIH,366.0,360.2,366.0,356.05,2981,1084185.9,42,12825145764.8
CIH,01/04/2026,CIH,CIH,365.0,366.9,370.0,364.0,1870,685442.85,37,13063703445.6
CIH,31/03/2026,CIH,CIH,369.95,363.6,369.95,352.5,2880,1022842.7,35,12946204886.4
CIH,30/03/2026,CIH,CIH,365.0,364.0,365.0,359.0,766,277475.4,31,12960447136.0
CIH,27/03/2026,CIH,CIH,362.0,359.9,370.0,359.9,11313,4078304.8,84,12814464077.6
CIH,26/03/2026,CIH,CIH,375.0,361.0,377.9,361.0,22716,8311325.4,51,12853630264.0
CIH,25/03/2026,CIH,CIH,368.9,369.0,371.0,361.0,36827,13304076.4,53,13138475256.0
CIH,24/03/2026,CIH,CIH,389.5,361.0,389.5,361.0,6433,2330097.9,45,12853630264.0
CIMENTS DU MAROC,09/04/2026,CIMENTS DU MAROC,CMA,1746.0,1765.0,1783.0,1746.0,380,667642.0,13,25479547060.0
CIMENTS DU MAROC,08/04/2026,CIMENTS DU MAROC,CMA,1750.0,1770.0,1780.0,1740.0,12710,22379888.0,57,25551727080.0
CIMENTS DU MAROC,07/04/2026,CIMENTS DU MAROC,CMA,1743.0,1700.0,1743.0,1681.0,3083,5256618.0,20,24541206800.0
CIMENTS DU MAROC,06/04/2026,CIMENTS DU MAROC,CMA,1748.0,1710.0,1748.0,1705.0,119,206290.0,19,24685566840.0
CIMENTS DU MAROC,03/04/2026,CIMENTS DU MAROC,CMA,1706.0,1745.0,1745.0,1705.0,4907,8561918.0,9,25190826980.0
CIMENTS DU MAROC,02/04/2026,CIMENTS DU MAROC,CMA,1740.0,1705.0,1740.0,1705.0,1952,3340734.0,29,24613386820.0
CIMENTS DU MAROC,01/04/2026,CIMENTS DU MAROC,CMA,1735.0,1720.0,1759.0,1720.0,4258,7328109.0,13,24829926880.0
CIMENTS DU MAROC,31/03/2026,CIMENTS DU MAROC,CMA,1738.0,1715.0,1739.0,1715.0,124,213310.0,7,24757746860.0
CIMENTS DU MAROC,30/03/2026,CIMENTS DU MAROC,CMA,1739.0,1715.0,1739.0,1715.0,84,144223.0,8,24757746860.0
CIMENTS DU MAROC,27/03/2026,CIMENTS DU MAROC,CMA,1760.0,1711.0,1760.0,1711.0,4595,7887790.0,41,24700002844.0
CIMENTS DU MAROC,26/03/2026,CIMENTS DU MAROC,CMA,1760.0,1750.0,1770.0,1750.0,6457,11301454.0,38,25263007000.0
CIMENTS DU MAROC,25/03/2026,CIMENTS DU MAROC,CMA,1720.0,1754.0,1754.0,1720.0,3108,5415429.0,20,25320751016.0
CIMENTS DU MAROC,24/03/2026,CIMENTS DU MAROC,CMA,1749.0,1700.0,1749.0,1700.0,2728,4641830.0,30,24541206800.0
CMGP GROUP,09/04/2026,CMGP GROUP,CMG,372.0,377.9,377.9,370.5,8881,3327682.55,64,6424640110.0
CMGP GROUP,08/04/2026,CMGP GROUP,CMG,375.0,380.0,380.0,365.0,24889,9329107.15,182,6460342000.0
CMGP GROUP,07/04/2026,CMGP GROUP,CMG,361.15,362.0,363.0,358.0,5212,1883368.8,75,6154325800.0
CMGP GROUP,06/04/2026,CMGP GROUP,CMG,369.95,367.9,370.0,361.15,1149,418867.15,40,6254631110.0
CMGP GROUP,03/04/2026,CMGP GROUP,CMG,360.15,370.0,373.0,360.0,45126,16737780.25,125,6290333000.0
CMGP GROUP,02/04/2026,CMGP GROUP,CMG,360.2,369.95,369.95,354.1,13251,4797200.55,66,6289482955.0
CMGP GROUP,01/04/2026,CMGP GROUP,CMG,359.0,369.0,369.0,352.0,28229,10205317.4,92,6273332100.0
CMGP GROUP,31/03/2026,CMGP GROUP,CMG,360.0,350.5,360.0,350.5,7030,2468115.6,54,5958815450.0
CMGP GROUP,30/03/2026,CMGP GROUP,CMG,360.0,364.0,364.1,353.1,916,329914.8,48,6188327600.0
CMGP GROUP,27/03/2026,CMGP GROUP,CMG,368.0,360.0,368.0,360.0,15083,5436571.4,55,6120324000.0
CMGP GROUP,26/03/2026,CMGP GROUP,CMG,357.1,370.0,370.0,357.1,49619,17980648.95,75,6290333000.0
CMGP GROUP,25/03/2026,CMGP GROUP,CMG,358.9,367.0,367.0,350.0,12402,4511607.5,108,6239330300.0
CMGP GROUP,24/03/2026,CMGP GROUP,CMG,360.0,355.0,360.0,346.35,3933,1395025.1,60,6035319500.0
COLORADO,09/04/2026,COLORADO,COL,82.95,80.52,82.95,80.1,1457,118286.37,34,1297790037.72
COLORADO,08/04/2026,COLORADO,COL,80.0,81.0,84.46,80.0,21768,1770222.52,138,1305526491.0
COLORADO,07/04/2026,COLORADO,COL,80.5,81.46,81.48,80.0,1901,153205.44,39,1312940592.06
COLORADO,06/04/2026,COLORADO,COL,81.0,81.76,81.97,79.6,3837,308007.79,90,1317775875.36
COLORADO,03/04/2026,COLORADO,COL,80.5,80.99,81.99,80.5,4296,346498.29,40,1305365314.89
COLORADO,02/04/2026,COLORADO,COL,80.9,80.6,81.99,80.2,1571,126971.14,39,1299079446.6
COLORADO,01/04/2026,COLORADO,COL,81.0,80.9,82.0,80.9,85938,6961502.05,95,1303914729.9
COLORADO,31/03/2026,COLORADO,COL,81.5,81.0,82.9,80.75,2521,204703.35,42,1305526491.0
COLORADO,30/03/2026,COLORADO,COL,84.01,81.94,84.01,80.5,3368,275640.19,50,1320677045.34
COLORADO,27/03/2026,COLORADO,COL,85.0,83.0,85.0,83.0,3375,281632.76,40,1337761713.0
COLORADO,26/03/2026,COLORADO,COL,84.5,84.5,85.0,82.0,2476,205831.2,43,1361938129.5
COLORADO,25/03/2026,COLORADO,COL,85.5,84.9,85.5,82.7,413,34898.44,20,1368385173.9
COLORADO,24/03/2026,COLORADO,COL,86.0,85.5,86.0,83.44,310,26498.46,23,1378055740.5
COSUMAR,09/04/2026,COSUMAR,CSR,195.0,193.0,196.9,193.0,19179,3723121.7,103,18236018599.0
COSUMAR,08/04/2026,COSUMAR,CSR,195.0,194.7,196.95,194.7,51962,10135437.4,170,18396646742.1
COSUMAR,07/04/2026,COSUMAR,CSR,194.9,193.0,194.9,191.0,2088,402464.65,87,18236018599.0
COSUMAR,06/04/2026,COSUMAR,CSR,194.95,193.0,195.0,192.0,2301,446465.45,69,18236018599.0
COSUMAR,03/04/2026,COSUMAR,CSR,194.7,192.0,194.7,191.5,8162,1573563.7,72,18141531456.0
COSUMAR,02/04/2026,COSUMAR,CSR,194.9,194.8,194.9,192.1,1716,333316.75,62,18406095456.4
COSUMAR,01/04/2026,COSUMAR,CSR,195.0,193.9,195.0,191.5,8963,1739271.85,84,18321057027.7
COSUMAR,31/03/2026,COSUMAR,CSR,192.0,191.9,193.7,191.05,2704,518969.25,43,18132082741.7
COSUMAR,30/03/2026,COSUMAR,CSR,192.0,192.0,193.5,190.6,446,85531.35,46,18141531456.0
COSUMAR,27/03/2026,COSUMAR,CSR,192.0,190.0,193.9,190.0,33901,6451238.05,115,17952557170.0
COSUMAR,26/03/2026,COSUMAR,CSR,195.0,190.9,195.0,190.9,20039,3838012.6,113,18037595598.7
COSUMAR,25/03/2026,COSUMAR,CSR,193.4,194.25,196.0,190.55,9720,1887260.5,89,18354127527.75
COSUMAR,24/03/2026,COSUMAR,CSR,192.0,190.0,192.8,190.0,26930,5129208.95,135,17952557170.0
CTM,09/04/2026,CTM,CTM,855.0,855.0,855.0,820.0,38,31900.0,8,1048211190.0
CTM,08/04/2026,CTM,CTM,839.0,855.0,869.0,839.0,302,254003.0,19,1048211190.0
CTM,07/04/2026,CTM,CTM,810.0,838.0,839.0,810.0,28,23077.0,9,1027369564.0
CTM,06/04/2026,CTM,CTM,839.0,839.0,839.0,815.0,21,17414.2,10,1028595542.0
CTM,03/04/2026,CTM,CTM,845.0,840.0,845.0,811.0,124,103620.5,10,1029821520.0
CTM,02/04/2026,CTM,CTM,830.5,820.2,848.9,820.2,73,60560.9,6,1005547155.6
CTM,01/04/2026,CTM,CTM,815.0,834.0,870.0,815.0,259,217688.1,36,1022465652.0
CTM,31/03/2026,CTM,CTM,814.5,796.0,814.5,796.0,44,35186.0,11,975878488.0
CTM,30/03/2026,CTM,CTM,814.9,800.0,814.9,800.0,15,12044.7,5,980782400.0
CTM,27/03/2026,CTM,CTM,788.0,814.8,814.9,788.0,42,33464.3,8,998926874.4
CTM,26/03/2026,CTM,CTM,-,812.0,-,-,-,-,-,995494136.0
CTM,25/03/2026,CTM,CTM,812.5,812.0,813.0,812.0,69,56052.7,9,995494136.0
CTM,24/03/2026,CTM,CTM,779.0,813.5,813.5,779.0,13,10265.0,4,997333103.0
DARI COUSPATE,09/04/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,08/04/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,07/04/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,06/04/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,03/04/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,02/04/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,01/04/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,31/03/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,30/03/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,27/03/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,26/03/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,25/03/2026,DARI COUSPATE,DRI,4280.0,4280.0,4280.0,4280.0,2,8560.0,2,1277045000.0
DARI COUSPATE,24/03/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DELATTRE LEVIVIER MAROC,09/04/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,08/04/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,07/04/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,06/04/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,03/04/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,02/04/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,01/04/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,31/03/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,30/03/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,27/03/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,26/03/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,25/03/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,24/03/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELTA HOLDING,09/04/2026,DELTA HOLDING,DHO,60.0,62.0,62.0,58.0,31809,1926127.43,165,5431200000.0
DELTA HOLDING,08/04/2026,DELTA HOLDING,DHO,58.0,59.5,59.8,57.0,83065,4895691.15,304,5212200000.0
DELTA HOLDING,07/04/2026,DELTA HOLDING,DHO,53.5,55.99,55.99,53.0,320700,17181387.89,200,4904724000.0
DELTA HOLDING,06/04/2026,DELTA HOLDING,DHO,55.99,53.5,56.0,53.5,49649,2684983.82,302,4686600000.0
DELTA HOLDING,03/04/2026,DELTA HOLDING,DHO,55.47,55.0,55.89,54.75,23395,1287184.96,123,4818000000.0
DELTA HOLDING,02/04/2026,DELTA HOLDING,DHO,55.5,54.89,55.99,54.89,52454,2885643.09,342,4808364000.0
DELTA HOLDING,01/04/2026,DELTA HOLDING,DHO,56.0,55.79,56.4,55.65,56520,3154646.26,88,4887204000.0
DELTA HOLDING,31/03/2026,DELTA HOLDING,DHO,55.8,55.8,56.15,55.56,37928,2118642.71,56,4888080000.0
DELTA HOLDING,30/03/2026,DELTA HOLDING,DHO,56.39,56.0,56.39,55.3,4285,240595.49,78,4905600000.0
DELTA HOLDING,27/03/2026,DELTA HOLDING,DHO,56.89,55.5,56.89,55.5,91988,5119803.19,159,4861800000.0
DELTA HOLDING,26/03/2026,DELTA HOLDING,DHO,56.79,56.0,56.79,56.0,64589,3620955.16,137,4905600000.0
DELTA HOLDING,25/03/2026,DELTA HOLDING,DHO,56.8,56.79,56.8,56.03,93956,5316809.8,187,4974804000.0
DELTA HOLDING,24/03/2026,DELTA HOLDING,DHO,57.0,55.99,57.0,55.72,38118,2143371.72,197,4904724000.0
DIAC SALAF,09/04/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,08/04/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,07/04/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,06/04/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,03/04/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,02/04/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,01/04/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,31/03/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,30/03/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,27/03/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,26/03/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,25/03/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,24/03/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DISTY TECHNOLOGIES,09/04/2026,DISTY TECHNOLOGIES,DYT,331.05,335.0,338.0,330.0,485,160345.75,13,334366850.0
DISTY TECHNOLOGIES,08/04/2026,DISTY TECHNOLOGIES,DYT,338.0,339.0,340.0,335.0,4110,1390652.8,45,338359290.0
DISTY TECHNOLOGIES,07/04/2026,DISTY TECHNOLOGIES,DYT,330.0,327.5,337.9,327.5,596,197023.85,32,326881025.0
DISTY TECHNOLOGIES,06/04/2026,DISTY TECHNOLOGIES,DYT,335.0,338.0,338.0,334.5,133,44544.0,14,337361180.0
DISTY TECHNOLOGIES,03/04/2026,DISTY TECHNOLOGIES,DYT,327.5,333.0,339.0,327.5,123,40669.5,10,332370630.0
DISTY TECHNOLOGIES,02/04/2026,DISTY TECHNOLOGIES,DYT,344.0,339.0,344.0,327.05,934,310321.5,47,338359290.0
DISTY TECHNOLOGIES,01/04/2026,DISTY TECHNOLOGIES,DYT,341.0,343.0,343.0,334.0,1411,481633.6,34,342351730.0
DISTY TECHNOLOGIES,31/03/2026,DISTY TECHNOLOGIES,DYT,325.0,340.0,342.5,325.0,8457,2839452.9,91,339357400.0
DISTY TECHNOLOGIES,30/03/2026,DISTY TECHNOLOGIES,DYT,320.0,311.5,320.0,311.5,23,7285.5,6,310911265.0
DISTY TECHNOLOGIES,27/03/2026,DISTY TECHNOLOGIES,DYT,315.0,320.0,322.0,315.0,909,289473.75,15,319395200.0
DISTY TECHNOLOGIES,26/03/2026,DISTY TECHNOLOGIES,DYT,311.0,319.9,319.9,311.0,166,51634.9,12,319295389.0
DISTY TECHNOLOGIES,25/03/2026,DISTY TECHNOLOGIES,DYT,315.3,311.2,320.0,311.1,73,22864.2,7,310611832.0
DISTY TECHNOLOGIES,24/03/2026,DISTY TECHNOLOGIES,DYT,320.0,315.0,320.0,315.0,53,16889.0,8,314404650.0
DISWAY,09/04/2026,DISWAY,DWY,769.9,745.0,769.9,745.0,271,202735.8,41,1404892690.0
DISWAY,08/04/2026,DISWAY,DWY,762.0,766.9,775.0,745.1,851,642786.6,46,1446190877.8
DISWAY,07/04/2026,DISWAY,DWY,756.0,751.0,759.8,750.1,86,64628.6,7,1416207262.0
DISWAY,06/04/2026,DISWAY,DWY,761.6,754.7,761.6,747.1,78,58998.7,9,1423184581.4
DISWAY,03/04/2026,DISWAY,DWY,745.2,745.1,760.0,745.1,143,106740.4,18,1405081266.2
DISWAY,02/04/2026,DISWAY,DWY,758.0,748.0,759.0,745.1,2820,2103863.7,29,1410549976.0
DISWAY,01/04/2026,DISWAY,DWY,756.9,754.8,756.9,741.0,35,26348.3,7,1423373157.6
DISWAY,31/03/2026,DISWAY,DWY,751.0,741.0,751.0,740.0,274,203034.0,30,1397349642.0
DISWAY,30/03/2026,DISWAY,DWY,779.0,751.0,779.0,740.0,65,48790.0,16,1416207262.0
DISWAY,27/03/2026,DISWAY,DWY,760.0,725.0,760.0,725.0,3163,2295490.4,120,1367177450.0
DISWAY,26/03/2026,DISWAY,DWY,788.0,760.0,788.0,760.0,302,230552.0,40,1433179120.0
DISWAY,25/03/2026,DISWAY,DWY,767.0,779.0,797.0,755.0,245,188613.8,40,1469008598.0
DISWAY,24/03/2026,DISWAY,DWY,776.9,765.0,776.9,760.0,228,174137.8,24,1442607930.0
DOUJA PROM ADDOHA,09/04/2026,DOUJA PROM ADDOHA,ADH,34.39,34.25,34.39,33.4,214613,7311154.7,255,13787380449.5
DOUJA PROM ADDOHA,08/04/2026,DOUJA PROM ADDOHA,ADH,33.2,34.48,34.48,33.08,1279122,43269754.79,810,13879967237.92
DOUJA PROM ADDOHA,07/04/2026,DOUJA PROM ADDOHA,ADH,32.3,31.49,32.3,31.01,178263,5590399.69,207,12676338988.46
DOUJA PROM ADDOHA,06/04/2026,DOUJA PROM ADDOHA,ADH,31.95,31.5,33.0,31.5,678060,21734220.21,418,12680364501.0
DOUJA PROM ADDOHA,03/04/2026,DOUJA PROM ADDOHA,ADH,32.55,31.7,32.65,31.7,473383,15110997.65,311,12760874751.8
DOUJA PROM ADDOHA,02/04/2026,DOUJA PROM ADDOHA,ADH,31.0,32.25,33.43,31.0,1231836,39915562.98,790,12982277941.5
DOUJA PROM ADDOHA,01/04/2026,DOUJA PROM ADDOHA,ADH,29.5,31.56,32.05,29.5,1005098,31194340.96,550,12704517576.24
DOUJA PROM ADDOHA,31/03/2026,DOUJA PROM ADDOHA,ADH,29.69,29.15,29.69,29.0,226968,6593120.14,201,11734369054.1
DOUJA PROM ADDOHA,30/03/2026,DOUJA PROM ADDOHA,ADH,29.49,29.5,29.8,29.4,37927,1118049.38,136,11875261993.0
DOUJA PROM ADDOHA,27/03/2026,DOUJA PROM ADDOHA,ADH,29.6,29.99,29.99,29.16,906780,26697587.91,215,12072512107.46
DOUJA PROM ADDOHA,26/03/2026,DOUJA PROM ADDOHA,ADH,29.96,29.1,29.96,29.1,101513,2971695.99,126,11714241491.4
DOUJA PROM ADDOHA,25/03/2026,DOUJA PROM ADDOHA,ADH,29.62,30.0,30.0,29.0,299741,8845674.53,296,12076537620.0
DOUJA PROM ADDOHA,24/03/2026,DOUJA PROM ADDOHA,ADH,29.79,29.5,29.79,28.83,355789,10379669.21,289,11875261993.0
ENNAKL,09/04/2026,ENNAKL,NKL,50.29,51.0,51.9,50.0,2667,135004.3,44,1530000000.0
ENNAKL,08/04/2026,ENNAKL,NKL,50.0,50.2,50.2,49.0,5665,283185.84,45,1506000000.0
ENNAKL,07/04/2026,ENNAKL,NKL,49.95,48.05,49.95,48.05,4771,229936.37,67,1441500000.0
ENNAKL,06/04/2026,ENNAKL,NKL,49.0,49.0,49.5,48.06,2098,101689.73,46,1470000000.0
ENNAKL,03/04/2026,ENNAKL,NKL,48.98,49.3,49.3,48.15,870,42181.31,32,1479000000.0
ENNAKL,02/04/2026,ENNAKL,NKL,50.3,48.98,50.3,48.0,13013,628778.2,84,1469400000.0
ENNAKL,01/04/2026,ENNAKL,NKL,49.0,50.03,51.95,49.0,7298,367017.69,56,1500900000.0
ENNAKL,31/03/2026,ENNAKL,NKL,49.5,48.98,49.5,48.02,829,40207.25,27,1469400000.0
ENNAKL,30/03/2026,ENNAKL,NKL,49.31,48.5,49.5,48.5,7558,370550.74,61,1455000000.0
ENNAKL,27/03/2026,ENNAKL,NKL,49.48,49.0,49.48,49.0,337,16594.37,15,1470000000.0
ENNAKL,26/03/2026,ENNAKL,NKL,49.5,49.0,49.5,48.01,1511,72995.29,33,1470000000.0
